ipc-rating-star--rating,names
5.0,Vivekmaru45
3.0,W011y4m5
4.0,jace_the_film_guy
7.0,KalKenobi83
6.0,aciessi
6.0,Slarkshark
6.0,MrDHWong
6.0,movieman6-413-929510
2.0,namob-43673
6.0,Stanlee107
6.0,cardsrock
3.0,hoernkeem
5.0,ryanpersaud-59415
7.0,alindsayal
6.0,sbweightman
4.0,MamadNobari97
7.0,trinaboice
6.0,AfricanBro
