ipc-rating-star--rating,ipc-rating-star--maxRating,ipc-title-link-wrapper href,ipc-title__text,ipc-html-content-inner-div,ipc-voting__label__text,ipc-voting__dot-separator,ipc-voting__label__count,ipc-voting__label__count 2,names,ipc-link href,ipc-inline-list__item,ipc-btn__text
7,/10,https://www.imdb.com/review/rw10021704/?ref_=tturv_perm_278,"Almost too silly for its own good, yet Taika Waititi pulls it off","I like Taika Waititi's work (the What We Do In The Shadows *FILM* is a great example). He really pushes the silly humor aspect here, but for purposes of watching something fun on TV, it's quite good -- better than I was expecting actually. There are a number of running gags, and for my taste they all worked just fine. Christian Bale does fine work as villain-of-the-week Gorr. As endings go, this one is a bit unexpected, and it's pleasantly thoughtful (not just ""Kill the bad guy!"").If you look beneath the surface, there are actually some serious philosophical questions posed, not that they need to be considered (or even recognized) to enjoy the film -- they'll fly over the heads of many.1) If God (or gods) are ""good"", why are innocents allowed to suffer?2) Should one expect a ""reward"" in an afterlife?3) How should one make their life (and perhaps their death) meaningful?4) How does one come to terms with an inability to protect those you love?To be clear, I'm not saying this film is as good as Ragnarok, nor do I think it's a tearjerker in its serious moments. But such moments DO exist, and they're fairly well done. A longer (Director's) Cut might add to some characters, but we'd risk losing the carefully-controlled pacing. So it's fine as-is IMHO.Anyhow, I hope you understand that this film can be enjoyed on multiple levels. I give it seven (7) stars, which is currently above par. Thanks for reading.",Helpful,•,1,1,Norman_French,https://www.imdb.com/user/ur173174603/?ref_=tturv_usr_278_t,20-Sep-24,
4,/10,https://www.imdb.com/review/rw8310741/?ref_=tturv_perm_279,An Underwhelming Mess,"Thor: Ragnarok is a truly great movie that perfectly balances action, comedy and emotion through an interesting story. This movie was a fun mess. The main focus was on the comedy and action throughout a decent story that went downhill in the final act. It's decent, and Christian Pale (sorry, terrible joke) gives a great performance as Gorr The God Butcher - an interesting antagonist with a great motive. Like I say, the movie had a pretty great start with a solid first two acts. It just goes way downhill after that with a bad ending. Giving it a 7/10 is me being generous.",Helpful,•,138,165,SHU_Movies,https://www.imdb.com/user/ur86310970/?ref_=tturv_usr_279_t,7-Jul-22,
3,/10,https://www.imdb.com/review/rw8399933/?ref_=tturv_perm_280,Thor: Love and Thunder Review,"Massive disappointment from both the MCU and Taika Waititi. Feels more like a parody of Thor: Ragnarok more than a continuation to that movie. Waititi's style works incredibly well for his other films but here it's just too much. The comedy undercuts almost every emotional moment and deflates almost any tension in every scene. The character development here for anyone who isn't Thor is underwhelming. Natalie Portman returns as Jane Foster and she feels more like a mandate from Disney to include her rather than Taika wanted to. I also don't think Portman is doing a great job here but the script she is given doesn't help her at all. Chris Hemsworth is good as Thor. It's clear Hemsworth is having a blast and his charisma kept me somewhat invested. Christian Bale's Gorr is a very mixed bag. On one hand you have a really fun, engaging, and great performance from Bale but that character of Gorr just isn't great. His origin is rushed and confusing before the film bizarrely chooses not to show him kill any gods besides one. A character called The God Killer only gets to kill one god on screen. Great job Marvel! The other actors like Tessa Thompson and Russell Crowe are doing a good job but their characters feel like an afterthought. The filmmaking here in general honestly feels a little bland. Taika's style is there but it feels awkward this time. The visual effects don't look great most of the time either however with the recent news about how Marvel treats it's VFX workers and how little time they have then it's understandable why they look incomplete. The film wasn't completely devoid of anything fun though. There were some fun sequences and fun jokes though. The black and white fight is very creative and fun to watch and The Rock at the end was pretty great. The rest of the jokes in this film really aren't that funny though. The screaming goats weren't funny the first time and they weren't funny the 15th time they made the joke. With the lackluster output that Phase 4 has given us, Marvel is in trouble right now if they don't course correct soon. If you enjoy Ragnarok then maybe you'll enjoy this but at the end of the day you can skip it.",Helpful,•,1,3,theredsky,https://www.imdb.com/user/ur101697549/?ref_=tturv_usr_280_t,5-Aug-22,
2,/10,https://www.imdb.com/review/rw8543973/?ref_=tturv_perm_281,Thunderously Bad,"Marvel Cinemas have lost their magic. The studio has become so greedy and it has flooded the superhero movie market with garbage not worth watching. Each movie has been worse than it's predecessor and the quality has been lacking.There are no more Iron Man or Captain America quality movies anymore.I did not know if there would be a movie worse than Captain Marvel, but Morbius proved me wrong. I did not think you could get worse, but this Thor was the bottom of the Marvel universe.Natalie Portman is so bad in this movie - even more wooden than she was in Star Wars. It also did not help that the dialogue felt childish.",Helpful,•,4,6,galahad58-1,https://www.imdb.com/user/ur19897085/?ref_=tturv_usr_281_t,15-Sep-22,
4,/10,https://www.imdb.com/review/rw8322506/?ref_=tturv_perm_282,It's a largely okay movie pumped out by the MCU conveyor belt.,This is a great example of the MCU fatigue.This one feels like Taika Waititi wanted to inject more fun into his film but for me just came off as gimmicky and I got bored with the humor after a few minutes. The story is kind of just meh and the visuals are really bland but that is a staple of the MCU these days.Passable film but I was expecting more from Waititi.,Helpful,•,8,4,Dominic_25_,https://www.imdb.com/user/ur152062879/?ref_=tturv_usr_282_t,10-Jul-22,
6,/10,https://www.imdb.com/review/rw8327869/?ref_=tturv_perm_283,Adventure Time,"Okay, I can totally understand peoples criticisms with this movie, on the other hand I found many parts of the movie very fun and entertaining.I'll start with what I liked, Jane was way more enjoyable than I anticipated and so were the goats. AHHHHHHHH. The action in the movie was really good, the visuals and score were also quite good. People say they just made Thor stupid but I think he's just hiding how he feels, he beats around the bush but even a god can be scared to open themselves to people, my highlight was Gorr, REALLY good performance, I wanted more !!!! I think Les's can be betterMy gripes. For a god butcher, I would have liked to see more than one god get slaughtered because Gorrs presence was frightening, the comedy, I like marvel comedy and have never complained, this movie has too much, it was like the Big Bang theory laugh track, a bit too much, the ending fell a little flat and just seemed to be shoved at you very quickly.An enjoyable movie but I wouldn't be rushing to see this one again any time soon, 7/10.",Helpful,•,2,2,eoinpgeary,https://www.imdb.com/user/ur89122372/?ref_=tturv_usr_283_t,12-Jul-22,
6,/10,https://www.imdb.com/review/rw8549698/?ref_=tturv_perm_284,Fine but feels ultimately pointless,"I am not sure that I can continue having hopes of expectations for Marvel films to come together into something cohesive. The franchise is clearly just churning out one-off films that don't amount to an overarching story with purpose the way that they used to.With that said, Thor Love and Thunder was fine. There were some funny moments, some good action (though not really enough in my opinion), the cast did well, and the cinematography matched the caliber of Ragnarok.Small spoiler, but I did expect the Guardians to play a bigger role in this movie. They were hardly in it at all. I felt the movie would have been strong individually as well as to the MCU if they were a bigger part of the story. It seemed like that's what was coming between Thor and the Guardians after Infinity War/Endgame but it totally fizzled out.Bottom line, you can watch this or skip it. It really doesn't matter, unfortunately.",Helpful,•,2,3,NS-movie-reviews,https://www.imdb.com/user/ur126457071/?ref_=tturv_usr_284_t,17-Sep-22,
8,/10,https://www.imdb.com/review/rw8337251/?ref_=tturv_perm_285,the beat one yet,As someone who has see all 4 thor film I can honestly tell you that this one is by far my favorite it is the best one yet. This is a romantic comedy adventure and it is funny if you are a fan of Thor or marvel you enjoy this film.,Helpful,•,0,5,jkb2012,https://www.imdb.com/user/ur22249556/?ref_=tturv_usr_285_t,15-Jul-22,
6,/10,https://www.imdb.com/review/rw8547027/?ref_=tturv_perm_286,Gorr Never Butchers Any Gods,"Let's begin with what seems to be the biggest criticism of this film, the comedy. Having seen Taika Waititi's other films I felt fairly prepared for there to be a joke every 5 seconds, not every joke landed and there were moments when jokes didn't fit the tone but overall, I wasn't too distracted by it. I think this film failed in a lot of other ways but for me at least the overabundance of humour was passable.What I wasn't such a huge fan of was how rushed everything felt. Alright, maybe rushed is the wrong word, we spent ages watching the stuff that I was less interested in and then just skipped over the stuff I was there to see, namely Gorr. Gorr is the villain, played excellently by Christian Bale. Bale is one of the most talented actors alive so you would imagine he would be given time to show off, for some bizarre reason though, we never see Gorr the God Butcher, Butcher any gods. He kills one early on and then is relegated to off screen evil doing, while we instead follow Thor and his gang on their merry adventures. Whenever Gorr was on screen I was excited, but they only gave him like 20 minutes of screentime. Chris Hemsworth as Thor, Natalie Portman as Thor 2 and Tessa Thompson as Valkyrie were all good, but come on. None of them come near to the charisma that Bale brings to the table. So not only did the film just skip over all the most interesting parts, which reportedly were filmed but just not used in the final cut, but then the rest of the film is just a mildly entertaining comedy? I was disappointed.The best scene, that single handedly dragged this film up from a 5 to a 6 for me, was when Thor fights Gorr on a planet with no colour. The way this was shot was so different from the usual MCU fodder and actually seeing Gorr in his element was great. If the film as a whole had been as inventive and interesting as this one scene then I might have had a brilliant time. It wasn't and I didn't so before I finish I'll just throw in a few nitpicks just to kick this film while it's down.When Thor and friends seek help from other gods, the majority of the gods feel like really boring designs, they could have had so much crazy stuff here but instead just had a couple weird designs and played the rest safe. There are two goats, they annoy me and aren't funny. Thor's outfit is actually painful to look at. Just a terrible design. Korg is treated as a main character, he was better in the first when we just got small bursts of him, here it starts feeling like too much at points.This film isn't terrible but it just lacks in a lot of places, the ending was nice enough and certainly tried to get you more emotional than anything else in the film but it was difficult to feel for the characters after an hour thirty of them just quipping. Also all emotional value was ruined by the post credits scene.",Helpful,•,1,3,emryse,https://www.imdb.com/user/ur128569426/?ref_=tturv_usr_286_t,16-Sep-22,
3,/10,https://www.imdb.com/review/rw8329077/?ref_=tturv_perm_287,And another franchise destroyed. Disney strikes again.,,Helpful,•,1.1K,371,mluinstra,https://www.imdb.com/user/ur50862542/?ref_=tturv_usr_287_t,13-Jul-22,Spoiler
8,/10,https://www.imdb.com/review/rw8314771/?ref_=tturv_perm_288,So it's a comedy,"Don't go expecting endgame the film dosent take itself seriously the why should we take it seriously.I had a great time watching this. The film is more crazier than ragnork but i think that's not a great thing
Nevertheless a good watch.",Helpful,•,4,5,magadalwarmayur,https://www.imdb.com/user/ur69481828/?ref_=tturv_usr_288_t,8-Jul-22,
2,/10,https://www.imdb.com/review/rw8325696/?ref_=tturv_perm_289,A total disaster,"It's awful. I kinda enjoyed the first 15 minutes, because it does not take itself seriously and is a bit meta, but then it lost me, I got bored and I didn't care. It also looks cheap. Poorly written and poorly directed. Basically this movie is a boring mess. Very disappointing.",Helpful,•,11,11,krzysiektom,https://www.imdb.com/user/ur13876601/?ref_=tturv_usr_289_t,11-Jul-22,
7,/10,https://www.imdb.com/review/rw8525412/?ref_=tturv_perm_290,my opinion,,Helpful,•,1,1,Ahmedfadil00,https://www.imdb.com/user/ur106024418/?ref_=tturv_usr_290_t,8-Sep-22,Spoiler
7,/10,https://www.imdb.com/review/rw8642860/?ref_=tturv_perm_291,"What lifted this movie, in my opinion, was the humour and the music.",,Helpful,•,1,1,groundzero-273-397110,https://www.imdb.com/user/ur30812911/?ref_=tturv_usr_291_t,29-Oct-22,Spoiler
1,/10,https://www.imdb.com/review/rw8881291/?ref_=tturv_perm_292,Typical badly made and directed MCU film,"Another forgettable, laughably bad MCU film Marvel Studios and Disney keep churning out to reap a sad profit. The only salvageable element of this film would be Chris Hemsworth and Natalie Portman's chemistry as Thor and Jane. The action scenes, jokes, and plot are so poorly written and designed, it gets boring FAST. I definitely preferred the first two Thor films over Love and Thunder. The direction was much more cohesive and the runtime didn't drag on versus this film which is a tedious slog to finish watching even on a first viewing. Not recommended even for MCU fans, which I can happily say I'm not one.",Helpful,•,0,0,ambusched94,https://www.imdb.com/user/ur149648255/?ref_=tturv_usr_292_t,19-Feb-23,
8,/10,https://www.imdb.com/review/rw8317988/?ref_=tturv_perm_293,A Watchable Movie with Christiane Bale stellar Performance,"""Thor : Love and Thunder "" starring Chris Hemsworth in lead role...One word : Marvellous....Thor the God of Thunder ⚡ is on his mission after the split from Avengers...He joined with Guardian of Galaxy and was on a journey in saving various universes from evil goons....Then comes the God of Butcher on one hand, who is on a mission to slay all the gods & on the other hand Thor comes across his life his lady love James Foster...How Thor balance his love & his God of Butcher elimination mission forms the rest part of the movie...Marvel Studios always comes up with new forms of their story telling & in no way it fails its marvel lovers.....Talking about the performance, Christian Bale whom I loved as Bruce Wayne here he totally surprised me...He just lived to that character as God of Butcher..Lastly, end credits which couldn't be missed and was worthy enough to wait...",Helpful,•,3,2,skmenon1993,https://www.imdb.com/user/ur128350358/?ref_=tturv_usr_293_t,9-Jul-22,
6,/10,https://www.imdb.com/review/rw8533543/?ref_=tturv_perm_294,It's not great is it.,"I love Chris Hemsworth as Thor, I can't imagine anyone else playing the part but the comedy is ruining the franchise, it's getting more and more slapstick.It is entertaining in parts and I thought Christian Bale and Russell Crowe were both very good, but I was disappointed to only see the Guardians of the Galaxy for a few minutes, I am not a fan of Tessa Thompson at all, she is way over rated in my opinion, And didn't Natalie Portman once complain and say she didn't want to be in these movies? So they decide to make her female Thor? Terrible idea, she's another overrated actor.Oh and I hated the screaming goats.",Helpful,•,0,1,Scar38,https://www.imdb.com/user/ur5649652/?ref_=tturv_usr_294_t,10-Sep-22,
8,/10,https://www.imdb.com/review/rw8311203/?ref_=tturv_perm_295,Less godly to Ragnarok but still great,"Much messier in execution compared to Thor: Ragnarok, but the humour and style of Taika Watiti keeps it going strong and Russell Crowe was a highlight. Also good uses of music too.7.5/10.",Helpful,•,2,1,AdrenalinDragon,https://www.imdb.com/user/ur3805352/?ref_=tturv_usr_295_t,7-Jul-22,
7,/10,https://www.imdb.com/review/rw8781717/?ref_=tturv_perm_296,Still better Ragnarok than Love and Thunder,"Thor finds himself the target and target of Gorr the God Bucther who wants to destroy the gods. However, he did not expect that his ex-girlfriend Jane Foster had become Mighty Thor with his Mjolnir. Together with Valkyrie and Korg, they go on a cosmic journey to confront Gorr.Thor: Love and Thunder is the 4th film of Thor's journey in the MCU and is a large solo film series in the MCU. This film still seems to use the same formula from Ragnarok, starting in terms of comedy, colorful visuals and flexible acting. The film is set after the events of Endgame. However, it is really unfortunate. Despite thepost-Endgame story, there are many changes from Thor's character development in this film which is much looser and has a great sense of humor. This is a bit of a weakness of this film even though this film is quite entertaining. Too much comedy is brought and the humorous impression of Thor has an impact on the limited character development in this film. Starting from Gorr the God Butcher who should get a large portion as the main villain. Gorr's appearance here is quite extraordinary, but the lack of performance in the film does not give a scary impression in the movie and even sympathy for his motivation is not felt. Then Jane Foster's transformation into Mighty Thor is also a pity. Supposedly, we can see Jane's problem here which can be explored more deeply. Likewise with the presence of Zeus who actually makesadi boast in this film.Overall, the film performs entertainingly . It has a story premise that is less convincing even though it has brought Thor's biggest enemy. The conflict of the story is less deep. There are many conflicts that should be able to be explored far away. Many plot holes occur with the impression that everyone has understood the world of Thor. Both stories and conflicts are less capable of being densely constructed and fused. Love and Thunder became a rock n roll film for me with a memorable rendition of GnR's skirt music. A little disturbing part of the film, visuals from Axl or Astrid and annoying goat sounds.",Helpful,•,2,3,HafizhMaulana21,https://www.imdb.com/user/ur158897541/?ref_=tturv_usr_296_t,6-Jan-23,
5,/10,https://www.imdb.com/review/rw8382681/?ref_=tturv_perm_297,Empty and not really good,"It's a case of bate and switch. We wanted to see more of Thor but instead we've got OP Jane and Valkyre.I'm going to go right ahead and say it, We don't want known superheroes in female form. It's not good. It's not interesting. It's bad.Christian Bale delivers amazing performance as always, but unfortunately it's not enough to save this mess. Hope he'll reappear in another movie in some way.I'm tired of this ""woke"" politics being shoved down our throat. Listen to the audience and give us what we want, and we wil repay handsomly.",Helpful,•,4,4,ssvfolder-1,https://www.imdb.com/user/ur18073308/?ref_=tturv_usr_297_t,29-Jul-22,
7,/10,https://www.imdb.com/review/rw8329687/?ref_=tturv_perm_298,From dadbod to godbod,"Thor: Love & Thunder is the next installation in the Thor franchise, once again with Taika Whatiti behind the camera. This can be seen because his style is characterized by a lot of humor and many colors. There is a counterweight to this humor, namely Christian Bale's Gorr the God Butcher. A good enemy whose motivation one can understand.Thor has never really been anything to me, but I can easily see the qualities in the film. The humor also got me a few times, it should have.Marvel has so far not released the best movies this year - so it's exciting to see which direction the development.",Helpful,•,1,1,mmuggi,https://www.imdb.com/user/ur62119843/?ref_=tturv_usr_298_t,13-Jul-22,
9,/10,https://www.imdb.com/review/rw8322696/?ref_=tturv_perm_299,A feel good superhero comedy!,"It's no secret that I loved what Taika Waititi did with ""Thor: Ragnarok""; he made me fall in love with Thor again after really getting bored of the character in ""Thor: The Dark World"". And I am so happy to report that he has done it again with ""Thor: Love and Thunder""! I still love his comedic take on Thor so much, it still works so well for me, and I was thrilled to see that he finally was able to make the Jane Foster character, as well as her relationship to Thor, work so well and come off as so likable! I finally cared about the relationship between Thor and Jane as well (for the first time in the MCU); I was so happy to see that the elements that didn't work for me in the past were able to become something so much more in this film, and I fully attribute that to Taika's skills at writing great characters and great relationships! He is especially skilled at blending his signature style of silly comedy with some heartfelt emotion, and that is on full display here! There are moments where the film had me laughing so hard, and then in the next scene feeling like I was on the verge of tears... and it didn't feel forced at all!This movie just made me feel good! Throughout the whole film I was smiling, and by the end even despite the few flaws it has, I left the theatre feeling happy and much better than I did when I went in. It has such lighthearted fun, while also dealing with dark subject material, but the playful way Waititi tells his stories with so much heart and humour just makes you feel so good while watching... it truly is such a blast! I love this film to death, it feels like an 80s action sci-fi space opera crossed with a rom-com, with a little bit of rock ballad mixed in! And it felt like such a perfect tone for Thor! The movie is a beautifully told love story about finding meaning and living in the moment with a lot of emotion and catharsis focusing on themes of change, spirituality and religion, and as I mentioned, finding meaning in one's self. I thought Taika wrote a wonderful story, brimming with so much great humour (if you liked the comedy style in Ragnarok.... you'll love this!) and lots of awesome action and emotion. I just can't get over how well it all worked together, I fell head over heels for it!Like I continue to say, I love how Waititi blends comedy and emotion. Despite how silly the movie can be (and I love that), it never sacrifices the story for a joke. In fact, the jokes and silliness seem to have an underlying thematic exploration beneath them; we start to see Thor as someone who uses humour to hide behind his problems and insecurities. The film really did a good job at articulating Thor's inner pain through the humour, it was brilliant. We see characters express themselves in deeper ways through comedy than they could normally. Plus, I just really like Waititi's comedic style and tone, and find it's unlike anything else we are used to seeing in comedy currently. It works so well for me... every joke and gag here had me laughing out loud. And the emotion of the film is so poignant too, from the incredible opening scene with Gorr, to small dialogue scenes between Thor and Jane (I loved those moments, they were quite well written). It hits so well and with so much impact, and doesn't feel forced or tonally off in any way... Taika just has a gift for blending these tones!It shouldn't be a stretch to say that I felt this film was written so cleverly and with so much heart! I thought it told a great story with some impactful meaning and some awesome comedy. It could be cheesy at times, but I loved that, it felt like it matched that 80s rock ballad style perfectly! There were also so many storytelling decisions that I found to be quite bold for Marvel. Heck, the film opens with a scene discussing religion, faith, and the notion of gods in such an intelligent way, questioning whether gods are worth worshiping, while also establishing our fantastic villain, Gorr the God Butcher. I truly found him to be quite sympathetic, thanks to some great writing, especially in that first scene, as well as Christian Bale's incredible performance. It's not an understatement to say he delivered one of the best performances we have seen in the MCU, and he has become one of my favourite villains among Thanos, Killmonger, Loki and Wanda! Bale commands the screen, he was menacing and terrifying, and yet still had moments where he was really funny, on top of showing an emotional/sympathetic side! He had this Pennywise-like sort of cheesy, creepy vibe to him which I loved; I just couldn't get enough of Gorr and Bale's performance. He also looked phenomenal too! But I think that leads to my biggest complaint for the film... we only get a few Gorr scenes, and while Bale kills it every time, I could've used a little more! And that brings me to my next slight issue... structurally the movie does feel a little messy at times, and scenes feel very rushed at the beginning. You can tell it was really cut down, so much like with Gorr, I would've loved to see a few more scenes added in, the movie felt like it needed an extra 15 minutes at least. It still works quite well as a final product, but I found myself longing for more and feeling like we were missing scenes here or there at many times throughout the film. An extended cut honestly wouldn't hurt the film, and because I loved literally every scene we got in the movie, I'd be so happy to see even more!The soundtrack in this movie was phenomenal. I loved Giacchino's score, and the heavy metal version of the Marvel fanfare was also really cool! But my absolute favourite element of it was the Guns 'n Roses focus! Waititi made great use of classic songs such as ""Sweet Child O' Mine"", ""Welcome to the Jungle"" and ""Paradise City"". I thought it was really cool to have to focus on one band, as it made the movie sound more cohesive rather than jumping around to different sounding music. It did however use a few other songs, and I love the use of Enya's ""Only Time"" and ABBA's ""Our Last Summer"" over some really fun montages, the latter of which is what really made me care about Thor and Jane's relationship. I love how we got to look back at a time when they were in love, and see all the mundane activities they got up to instead of just the superhero conflict stuff we saw in the last movies. The stripped down approach helped to make me finally understand why the relationship was so important to Thor, and seeing him reconnect with and come to terms with his current relationship status with Jane was quite perfect. I also loved how they compared this relationship to Thor's relationships with his ex-hammer, Mjolnir, and his current axe, Stormbreaker, and the way they personified the weapons was so funny to me! Chris Hemsworth really sold those scenes so well too! In fact, he sold everything Thor did in this movie perfectly, from the great action to the hilarious comedic moments. I really felt Thor's pain as he was looking for purpose in the universe. And did he ever look the part here... his muscles are HUGE. He is just perfect in this role and I love how he has evolved the character over the years! His chemistry with Natalie Portman here was phenomenal too, again, this is the best they've ever been together. I loved Jane's story, and while it was so cool to see her wield Mjolnir and take up the Mighty Thor mantle, it was the underlying emotional elements that worked best for me!Now, putting aside everything else, I truly enjoyed this film purely for how it made me feel. Because it made me feel good! I went in expecting a good time, and not only did I get that, but it actually improved how I was feeling as I watched the movie; I left feeling better than I did before I saw it! It just made me happy, it made me smile and laugh so much, and even the emotion found a way to touch me in really profound ways. So yes, I may be more forgiving of this movie than some, but for me it just worked so well and really made me feel good! So if you want a fun time at the movies that makes you feel good, I'd highly recommend ""Thor: Love and Thunder"". I love it to death, and honestly I have no specific reason why, I just felt so good after watching it and find it so unashamedly loveable! It may not be for everyone as it does use a niche style of comedy, but it sure worked so well for me! I just loved how happy it made me. It's unlike anything else in the MCU and really treads some new ground, so thank you, Taika Waititi, for this movie that brought a little extra light into my life! And genuinely, can we get Thor 5 like right now? I need to see it so badly! Loved every second of this and laughed so.",Helpful,•,7,14,parksiet,https://www.imdb.com/user/ur73501762/?ref_=tturv_usr_299_t,10-Jul-22,
7,/10,https://www.imdb.com/review/rw8344220/?ref_=tturv_perm_300,(Barely) Above Average,"Powerful themes, strong performances, & robust laughs do the heavy lifting in yet another (barely) above average Phase 4 MCU entry, brought down by the too-common uninspired fight sequences & weak post-credit scenes. #nitrosMovieChallenge.",Helpful,•,1,0,nitro72,https://www.imdb.com/user/ur0179626/?ref_=tturv_usr_300_t,17-Jul-22,
6,/10,https://www.imdb.com/review/rw8344889/?ref_=tturv_perm_301,This is not the Thor we knew in The Avengers.,,Helpful,•,17,12,fredschaefer-406-623204,https://www.imdb.com/user/ur34623725/?ref_=tturv_usr_301_t,17-Jul-22,Spoiler
,,https://www.imdb.com/review/rw8309396/?ref_=tturv_perm_302,"Thor: Love and Thunder: Lots of Flash and Fun, But the Film Doesn't Soar",,Helpful,•,1,4,shefali-59244,https://www.imdb.com/user/ur113379576/?ref_=tturv_usr_302_t,7-Jul-22,Spoiler
7,/10,https://www.imdb.com/review/rw9523587/?ref_=tturv_perm_303,Not bad as everyone says,"I recently watched ""Thor: Love and Thunder,"" and it surprisingly exceeded my low expectations. Taika Waititi's humor, although not consistently hitting the mark, brought a light and entertaining tone to the MCU. The characters, especially Thor, the Guardians of the Galaxy, Jane Foster, and Korg, showcased undeniable charisma, contributing to the film's appeal. Skillful editing kept the pace smooth, allowing me to lose track of time, and the narrative arc around Jane Foster added a compelling emotional dimension.On the flip side, the plot felt somewhat formulaic, lacking the innovation of ""Thor: Ragnarok"" and unfolding predictably. There was a noticeable missed opportunity in exploring more depth in the main storyline and secondary characters like Almighty Thor. While Christian Bale's performance as Gorr was commendable, the character's writing fell short, preventing Gorr from becoming the formidable Marvel villain he could have been.",Helpful,•,1,1,pedroquintaoo,https://www.imdb.com/user/ur20897549/?ref_=tturv_usr_303_t,27-Dec-23,
6,/10,https://www.imdb.com/review/rw8311437/?ref_=tturv_perm_304,"Serviceable ""fourquel"" has Waititi's style but lacks purpose","I've always found Thor to be one of the weaker A-list MCU characters, but I appreciated Taika Waititi's vision for ""Thor: Ragnarok."" His quirky humor, great soundtracks, and attention to deft pacing and comedic timing made that film, while far from perfect, a unique standout that helped create a fresher vision of Thor as a character that not only would ultimately set him up for ""Infinity War"" and ""Endgame,"" but provide a blueprint for how directors could still put at least a somewhat unique stamp of their own on the Marvel formula. I'm not necessarily a hardcore fan of Waititi (""Jojo Rabbit"" was not for me,) but still appreciate his idiosyncrasies and interests in using humor and irony to pepper stories in unexpected and distinct ways. With that said, given that I enjoyed ""Ragnarok"" and also love Christian Bale (who plays Gorr, the film's villain,) I was hoping this sequel would deliver. While it's not terrible by any means and a fine way to kill two hours on a hot summer day, it's much more forgettable than its predecessor and adds vanishingly little to the MCU as a whole.The film deals with Thor's post-""Endgame"" whereabouts, including his partnership with Jane Foster (the ""Mighty Thor.) Its primary plot line, however, centers around him and Jane having to rescue a group of kidnapped local children from the wrath of Gorr, a vengeful father who wants to kill all the gods. As anyone who saw ""Ragnarok"" and remembers its light, breezy, irreverent tone can imagine, the tone is emblematic of that film. Yet while the film can sometimes be entertaining, it just doesn't work anywhere near as well as ""Ragnarok."" The humor doesn't feel fresh and instead feels rather forced, the character development is surprisingly rather weak, and the stakes never feel convincing. There are plenty of ways to do comparatively lower-stakes MCU movies in a more interesting way (like ""Shang-Chi,"") but instead this feels more like a Disney+ miniseries concept than a theatrical movie in terms of plot depth and relative impact to the greater MCU. Even its themes of romance and the impact of interpersonal relations on the psyche feel blandly explored, and the emotional core there is in the story feels rather weak compared to ""Ragnarok."" To Waititi's credit, the film is deftly paced at a notch under 2 hours managing to never feel too long nor too short, he does serve up a good soundtrack (highlights include classic Guns and Roses songs,) and a few scenes have CGI visuals that are a cut above your average Marvel movie. Yet these stronger elements unfortunately don't match up against the film's relative sense of purpose or even a strong, original plot. Christian Bale is very good, unrecognizable, and menacing as Gorr, but he's almost criminally underused in the story, to the detriment of the broader narrative as a whole. Recommended for theatrical viewing only to devoted Marvel fans; everyone else can wait to stream it or skip it entirely. 6/10.",Helpful,•,3,2,bastille-852-731547,https://www.imdb.com/user/ur48308095/?ref_=tturv_usr_304_t,7-Jul-22,
10,/10,https://www.imdb.com/review/rw8318087/?ref_=tturv_perm_305,Welcome Aboard,"Welcome to the Marvel Universe Thor: Love and Thunder and it's great to have you aboard. I love how they keep the comedy aspect of Thor going. Waititi takes you on a journey, from feeling somewhat awkard in the beginning, to laughter, and than sadness. In addition to Hemsworth's amazing awesomeness (my wife was in heaven for one particular scene), Portman and Bale were great in their roles. Waititi also brings great visual colours and a perfect soundtrack that makes you want to raise your fist in the air.",Helpful,•,14,29,kelly-gaudreau,https://www.imdb.com/user/ur57867801/?ref_=tturv_usr_305_t,9-Jul-22,
1,/10,https://www.imdb.com/review/rw8307241/?ref_=tturv_perm_306,When everything is a gag,"Nothing is. It becomes boring. I found nothing of value that was added to marvel or thor w this film. Was it cool that the universe was expanded w new characters w different twists, yes... was it good? No. Jeremy Johns and Chris gore said it best - it's a tv episode and it's forgettable. This was made for Disney+ content. What does red letter media say - 'consume new content'? Pft- pathetic attempt. I expected more from this director. Dr. Strange was a mess and this was a missed opportunity. Disney needs to stop w the divisive marketing and maybe hire better writers. The Batman and Robin of Marvel.The more I think about this ""film"" the more I despise it.",Helpful,•,30,51,Eli_Elvis,https://www.imdb.com/user/ur66041360/?ref_=tturv_usr_306_t,6-Jul-22,
7,/10,https://www.imdb.com/review/rw8567426/?ref_=tturv_perm_307,Colorfull but Average!,"Its vibrant and so colorfull with it the silly jokes it sometimes made me think its a kids movie but with too many adult punchlines. The story was decent but the execution felt little rush, The old characters return jane and her friend and sif with it thor's journey with guradians was nice, The CGI was too brilliant specially the golden temple and some gorr's scenes they were eye-pleasing,The gorr was awesome but it felt underused just like other marvel movies villians, The zeus and other gods portrayal was little amature-ish and with gorr's arc it could be awesome but the whole terror was missed with the fun vibe of movie and with the jane's arc although it was good on paper it needed more runtime to proper cover all the plotlines without that it felt kept going just like that although The Love and thunder reveal at last and the final act was amazing, the mid credit was awesome and end credit was decent. Overall it was a missed opportunity but a decent movie!",Helpful,•,0,6,DiptanshuG,https://www.imdb.com/user/ur82541984/?ref_=tturv_usr_307_t,25-Sep-22,
