ipc-rating-star--rating,ipc-rating-star--maxRating,ipc-title-link-wrapper href,ipc-title__text,ipc-html-content-inner-div,ipc-voting__label__text,ipc-voting__dot-separator,ipc-voting__label__count,ipc-voting__label__count 2,names,ipc-link href,ipc-inline-list__item,ipc-btn__text
8,/10,https://www.imdb.com/review/rw8315643/?ref_=tturv_perm_70,Christian Is Very Good In The Role,,Helpful,•,6,7,stevendbeard,https://www.imdb.com/user/ur2929860/?ref_=tturv_usr_70_t,8-Jul-22,Spoiler
8,/10,https://www.imdb.com/review/rw8314155/?ref_=tturv_perm_71,"I loved it! Not as good as Ragnarok, but I loved it!I","T's a bit nick picky, but it is not as good as the last Thor movie. I always expect these marvel movies to get better and better to the point that they put the movie before it to shame. Still, this sequel to the Thor branch of the Marvel cinematic universe franchise did not exceed expectations. It had action, adventure, and humor, which I was expecting from Taika Waititi, who also directed Ragnarok, and that was great. Still, in Love and Thunder, the humor outshined the action-adventure. Not necessarily entirely a bad thing because the humor was so on point. Never did I feel a joke was dropped that did not deliver the laughs it expected, but I do feel these laughs came at the price of the action-adventure, which was lacking. The visuals in the movie were epic. Waititi knows how to film a sci-fi Fantasy, especially one that pays homage to the 1980s (although the constant use of Gun and Roses songs was not as spectacular as using Immrgant song by Led Zepplin twice in Ragnarok). As the movie progressed, the visuals got better and better to the point where a complete introduction of a marvel comics character making his first full appearance in the cinematic universe was breathtaking. Waititi was working that camera. The performances from the whole cast were good. I could go on about how great Chris Hemsworth is as Thor and his fantastic chemistry with Tessa Thompson as Valkyrie but what impressed me was Natalie Portman's return as Jane Foster (AKA Thor). I was not expecting much from the actress who seemed bitterly glad to end her ties with the franchise, but from the moment she appeared on the screen, she was dynamite in my book. I love every minute of her. Also, Russel Crowe's run as Zeus was enjoyable. It solidified everything this movie was about, and you can tell he enjoyed his role. Well done! Overall, Thor: love & Thunder was laid out like a comic book. As easily as I sat in the theatre watching, was easy as if I had sat in my living room reading it. I don't think any of these movies ever did a comic book story arch as great as Love and Thunder did, and that's what it got going for it! Worth taking a look at!--",Helpful,•,5,10,subxerogravity,https://www.imdb.com/user/ur59627333/?ref_=tturv_usr_71_t,8-Jul-22,
6,/10,https://www.imdb.com/review/rw8377912/?ref_=tturv_perm_72,And is it too much to ask that Thor have just ONE unqualified happy ending???,"""Love & Thunder"" is like a fun but forgettable filler comic - silly, short, bright, diverting, feigning import, & largely lacking substance. The biggest problem is the incessant humor fighting against the uber-serious themes. I miss Branagh's Shakespearean self-seriousness that used to ground this character. Don't get me wrong; it's often quite funny, but when there are ten overly self-aware jokes every minute, some are bound to work.",Helpful,•,0,6,matthewssilverhammer,https://www.imdb.com/user/ur19752191/?ref_=tturv_usr_72_t,28-Jul-22,
8,/10,https://www.imdb.com/review/rw8324765/?ref_=tturv_perm_73,Great goats!,"Thor: Love and Thunder: Another fun epic with some dark bits, but Thor (Chris Helmsworth) is so vain and conceited you'll always laugh. We even get an Assembly of the Gods (a bit like the SW Galactic Senate) in Omnipotence City where Zeus (Russell Crowe) rules the roost, The dark stuff come from Gor (Christian Bale) The God Butcher who is determined to off as many Gods as possible, he has some justification though. Also on the gloomy side is Jane Foster (Natalie Portman), she has terminal cancer but then is attracted by Mjolni which reconstructs itself and transforms her into a female Mighty Thor. We also get the Guardians of the Galaxy who help Thor (Helmswoth) deal with some fall out from Gor's activities. Great battles and skirmishes, Thor even gets a pair of giant goats to help him along with Korg (Taika Waititi) as his sidekick. A wonderfully imagined New Asgard on Earth (which has become a visitor attraction) comes under attack from Gor and his Shadow Realm monsters. This film is a fun epic adventure and doesn't over stay it's welcome with a 119 minute running time. Directed by Taika Waititi, who co-wrote the script with Jennifer Kaytin Robinson. 8/10.",Helpful,•,3,6,Pairic,https://www.imdb.com/user/ur40547513/?ref_=tturv_usr_73_t,11-Jul-22,
10,/10,https://www.imdb.com/review/rw8330275/?ref_=tturv_perm_74,Has a fun 80's vibe to it.,"Seems that the Thor movies keep getting better with each sequel. Seems like the cast and crew where having a blast making this, pretty much comes through on camera.Nice to see Jane Foster(Natalie Portman) return and become her own superhero. Chris Hemsworth always knows how to balance it out has Thor, the superhero part, the comedic, and the emotional part, and he and Portman still have beautiful chemistry. Tessa Thompson is also great, Russell Crowe really hams it up has Zeus. Let's not forget Christian Bale has the villain Gorr, he gives a enjoyable creepy over the top appeal performance. The effects are always fun also. I hope there will be Thor movies to come.",Helpful,•,7,23,DarkVulcan29,https://www.imdb.com/user/ur4593705/?ref_=tturv_usr_74_t,13-Jul-22,
3,/10,https://www.imdb.com/review/rw8523705/?ref_=tturv_perm_75,"As someone who didn't like Ragnarok at all, considering one of the worst Marvels because I felt that none of the jokes landed, all being cringe",,Helpful,•,6,4,Neptune165,https://www.imdb.com/user/ur30091810/?ref_=tturv_usr_75_t,7-Sep-22,Spoiler
3,/10,https://www.imdb.com/review/rw8523740/?ref_=tturv_perm_76,"Dreadful movie, so disappointing, I wouldn't know where to begin with it. I just think they turned up and made stuff up on the day,. Don't believe there was a script, made it",,Helpful,•,2,2,Neptune165,https://www.imdb.com/user/ur30091810/?ref_=tturv_usr_76_t,8-Sep-22,Spoiler
5,/10,https://www.imdb.com/review/rw9771472/?ref_=tturv_perm_77,Flat - a tired franchise.,,Helpful,•,4,0,allmoviesfan,https://www.imdb.com/user/ur62318327/?ref_=tturv_usr_77_t,4-May-24,Spoiler
,,https://www.imdb.com/review/rw8341335/?ref_=tturv_perm_78,just never quite finds it...,"The franchise remains in Waititi's assured hands as he becomes the first director to helm more than one film in the series, unfortunately it seems like he's trying to use much of what worked in Ragnarok while at the same time trying not to totally repeat himself. Thor is still without a clear path or plan, but must take action to thwart the machinations of a madman (Bale, who deserves a lot more screentime) out to butcher all Gods. Thor also gets a blast from the past when he reunites with old flame Jane Foster--now bonded with his old companion Mjolnir. Even after three previous entries there's still a lot to work with here, but so many of the key characters are mishandled, the bulk of the comedic bits fall flat, and the ex-lovers chatter gets tired oh so quickly. After a promising opening the movie stumbles into tonal uncertainty as it veers between silliness and seriousness but never convincingly establishes what's at stake or manages to feel consequential. It's redeemed somewhat by the fantastic visuals and a third act that's pretty good, but the unevenness of the finished product and the limited use of so many great characters makes it curious as to what was left on the cutting room floor. **½",Helpful,•,3,5,Special-K88,https://www.imdb.com/user/ur1596208/?ref_=tturv_usr_78_t,16-Jul-22,
4,/10,https://www.imdb.com/review/rw8545170/?ref_=tturv_perm_79,"Where Ragnarok Came Easily, Love and Thunder Tries Way Too Hard","Fresh off saving the universe in the climax of that last Avengers movie (doesn't it seem like three lifetimes ago?), our mighty Thor is stricken by a heavy case of ennui. Granted, he's spent the past however-long running around the cosmos with his new friends in the Guardians of the Galaxy, righting wrongs and soaking up the adulation, so it's not like he's completely listless. He just wonders if, maybe, there mightn't be more to life as a living thunder god than cheap thrills and easy wins. That's where the villainous ""God Butcher"" Gorr comes into play. Having violently ended a great number of minor deities already, his vengeful blade now points squarely at New Asgard. Where, coincidentally, Thor's old flame Jane Foster has just taken up a form of godhood.Following hot on the heels of 2017's Ragnarok, the '22 model brings the whole band back together again with a few additional boons. Stunning visual effects, epic fantasy landscapes, belly-quaking rock'n'roll tracks, an irreverent sense of humor (trademark of returning writer/director Taika Waititi) and a decidedly loose connection to the greater MCU... yeah, this wants to be a successor to Ragnarok, all right. Shame, then, that it's just a high-profile case study for the law of diminishing returns.Without exception, every single component that so felt effortless and precise in the previous film is weaker and broader in Love and Thunder. Where the last entry was delightfully quirky and witty, this one feels forced and excessive. Where I was ready to stand up and cheer at the opening chords of Led Zeppelin's ""Immigrant Song,"" the similarly climactic placement of ""November Rain,"" either the third or fourth Guns n' Roses tune on the soundtrack, made my eyes roll. The ambitious visuals have taken a step down, the cast has lost its edge, and the story, though excessively simple, still under-delivers. Christian Bale is completely wasted as Gorr, acting his heart out in portrayal of yet another villainous afterthought whose sporadic barks are far worse than his bite. Natalie Portman is awkward and flavorless as an ex-lover turned rival; Thor seems more upset about being ditched by his semi-sentient war hammer. Even MCU heavyweights Chris Pratt and Chris Hemsworth have had far better showings, mutually saddled by a bland script.Love and Thunder has bits and pieces that work - a handful of laughs, a few visual nods to the source material - but those are light and fleeting enough to have fit into an ambitious short film. Everything else is either a well-intentioned whiff or a confirmed misfire. What in the world happened here?",Helpful,•,5,4,drqshadow-reviews,https://www.imdb.com/user/ur26266323/?ref_=tturv_usr_79_t,15-Sep-22,
6,/10,https://www.imdb.com/review/rw8782658/?ref_=tturv_perm_80,A fun marvel sequal,"This was a pretty good sequal, and for the first marvel character to have four movies, this thor outing was entertaining but at the same time a few things felt off. The guardians of the galaxys scenes felt they didnt fit as if the actors were not even on set filming it. Always nice to see them though, especially mantis. Jane foster comes back after last seeing her in thor the dark world and I loved her lady thor outfit. It was good seeing her scenes and how she communicated with thor. Crowe as zeus was a nice touch too and as always korg provided the comic relife. It was still a good thor film and I liked the music aswell. There was some good action and a good cast and overall a decent enough marvel film, better than strange anyway.",Helpful,•,1,3,LetsReviewThat26,https://www.imdb.com/user/ur65170516/?ref_=tturv_usr_80_t,6-Jan-23,
8,/10,https://www.imdb.com/review/rw8306693/?ref_=tturv_perm_81,COMEDIC FORCE!,One of the most enjoyable MCU romps in a while. I had a good time throughout the film. There is a lot of fun stuff. Waititi is a great directorial and comedy force. But would it make any real difference to the future of the MCU if this film didn't exist? No. Not really.,Helpful,•,224,228,andrewchristianjr,https://www.imdb.com/user/ur79190944/?ref_=tturv_usr_81_t,6-Jul-22,
8,/10,https://www.imdb.com/review/rw8315098/?ref_=tturv_perm_82,I went to see this movie for Natalie Portman. She looks amazing !!!,"Thor:
Love and Thunder
IMAX opening day ,
I missed the 3D showing so IMAX it was !!!I went to see this movie for Natalie Portman.Thor: Love and Thunder on IMAX will feature almost 35 minutes of expanded aspect ratio exclusive in IMAX. The film was shot with IMAX-certified digital cameras and audiences will experience the 1.90:1 aspect ratio, providing up to 26% more picture compared to the regular screen.I went to see this movie for Natalie Portman
She looks amazing !!!Natalie Portman Enjoyed the Challenge of Getting Buff for 'Thor: Love and Thunder'
Her workouts consisted of boxing, skipping around, core work, and weightlifting. And because she was working out so rigorously, Portman, who is a vegan, had to switch up her diet so she could ensure enough protein intake to gain muscle as opposed to losing weight. She trained for 10 months !! And it shows .Thor: Love and Thunder is a very fun film. Taika Waititi delivers tons of good, gregarious fun. 8/10.",Helpful,•,6,12,robfollower,https://www.imdb.com/user/ur78277499/?ref_=tturv_usr_82_t,8-Jul-22,
,,https://www.imdb.com/review/rw8571963/?ref_=tturv_perm_83,Thor clocked out and traded in.,"Thor must stop Gorr the God Butcher from eliminating all gods and save the children of Asgard.Where as Thor: Ragnarok was a colourful cosmic adventure, director Taika Waititi's Thor: Love and Thunder delivers a fun outing, packed with one liners, quips and puns; but it's tonally off making Chris Hemsworth's Thor a buffoon, even more so than in previous films. Unreined Waititi and
Jennifer Kaytin Robinson's high-stakes plot and drama is overshadowed by comedy and far removed from the feel of the Marvel Comics.There's a handfuls of humorous cameos including Matt Damon, Sam Neil, Melissa McCarthy, Luke Hemsworth and Russell Crowe along with the cast of Guardians of the Galaxy to name a few. Despite a great effects, soundtrack and score even with Christian Bale's solid performance trying to ground it and death themes throughout, Waititi's offering desperately falls short. Love and Thunder becomes almost a parody played for laughs, hints sarcasm, trading in adventure for book of shoehorned jokes.Overall, if you're completely checked out it could be a cheap blast, but it's a sobering reminder that character is everything and even with a solid director and big budget it's possible to still miss the mark.",Helpful,•,3,3,amesmonde,https://www.imdb.com/user/ur1761695/?ref_=tturv_usr_83_t,27-Sep-22,
6,/10,https://www.imdb.com/review/rw8524482/?ref_=tturv_perm_84,Visually striking; comically and emotionally inconsistent! [+60%],"The movie is, by all means, a two and ½ stars but an extra ½ goes to Christian Bale who puts his heart, soul, and body into an underwritten character. With confusing character arcs, a good chunk of humor not quite hitting the highs you expect, and the lack of stakes, Taika Waititi's second Thor flick severely lacks the liveliness of Ragnarok. The GOTG cameos don't mean anything, and the entire scene with Russell Crowe's Zeus simply makes for a subpar comedy sketch. Heck, I'm sure Sam Neill, Matt Damon, and the Asgardian performers could've come up with something much better.The MCU continues to struggle with its inability to write off characters even when they're dead, and it's the case with Love and Thunder too. Jane Foster, her sudden cancer, and her mysterious connection to Mjolnir all remain underdeveloped aspects in the film. There is a constant back-and-forth when it comes to tone, and somewhere between humor, drama, and darkness, my interest levels waned. What keeps it engaging, however, is Waititi's visual craft. He creates both a colorful and a colorless world within the same film, and the GnR tracks are perfectly placed.",Helpful,•,1,2,arungeorge13,https://www.imdb.com/user/ur30872044/?ref_=tturv_usr_84_t,8-Sep-22,
10,/10,https://www.imdb.com/review/rw9333654/?ref_=tturv_perm_85,"Finally saw this, it's WAY not bad","Taika is great, especially as the dude made out of rock, if not a very funny and talented Director and actor.I particularly welcomed the return of Jane Foster, and I was a little bit surprised at the way that they brought her back. I distinctly remember Mjollnir being back in the possession of Thor and Captain America after Thor stole it from the Dark World timeline... of course, the Asgardians could have scooped up the pieces left over from Ragnarok, but where is that other hammer from Avengers endgame? Maybe it is not really a plot hole, I don't remember where that other Mjollnir got to. Did Steve Rogers return it?And then it is always great to have the Guardians of the Galaxy involved, this was before Guardians of the Galaxy Vol3 and Nebula's transformation into one of Tony Starks Nanotech projects. I honestly liked her before when she was still partly RadioShack shelf rejects.And compared to Ragnarok, although there is a lot of humor in this film, it does have some serious drama.But there are a number of absurd complaints I've read in several dupe ""reviews"". Let's go over these, shall we?1) It's FUNNY.To not like a movie because it is FUNNY? That is the main complaint that I am reading, oh, this is no good because it is FUNNY. Wait, what?There are some new gimmicks in this film, nothing was wasted. And so Thor assembles a new means of transportation through by Bifrost. Out of... Watch the movie to find out what it is made out of. But it's funny!2) NepotismI also read a number of complaints regarding ""nepotism"", wait, what! That's a big so what! I don't care who plays what or who, or if they are the son or daughter of some cast or crew member. Yawn. And honestly, I did not know when I was watching the film.Christian Bale almost reprises his role as the American Psycho. - at first, we believe that this person is irredeemable. But in a major, unexpected twist, well, you will have to watch the film in order to see what I'm talking about.The film starts getting very serious toward the middle, of course it kind of slightly bothers me that Thor is still a little bit goofy after the events of avengers endgame. But then again, this is also within his character. He was handed a major loss in endgame, and this was his reaction. So, as far as I'm concerned, he is dealing with that loss, which changed him irrevocably.This is a much different Thor than the person that we met in the first film. And The Avengers. That serious person... Which is totally expected after all the character has gone through.And these changes were just for films, the comic book numbered in the hundreds, and the character was always ever-changing, even then.Remember when Thor resided within a geek that had to yell ""ODIN"" at a hammer which would then turn him into Thor? The character has changed a lot over the course of maybe 40 or 50 years. And then some of his power was siphoned off into another character named Bloodaxe, which was a spinoff title that only lasted a couple of dozen issues- it was related to West Coast Avengers, which then became Force Works.It's kind of like how the Hulk was always dumb and residing within Bruce Banner. And hulk has gone through a lot of changes. There was a time he was dumb when he was human, but smart when he was ""The Gray Hulk""- but back then he went by ""Mr. Fixit"", he accompanied Wolverine in a few issues. Anybody remember The Hulk versus Thor? It is now called ""the return of the Incredible Hulk""- at the time when it was originally broadcast, it was called the Hulk versus Thor, or probably simply Hulk vs Thor. And some of the dialogue from that TV movie found its way into the first Thor film.3) CGI?Another complaint was with the amount of CGI, which you can barely tell these days. And this complaint is made by people who don't realize that there are still a lot of practical effects and real, physical locations and objects, even in this film. I'm getting really tired of that old complaint. If we have the ability to make realistic, digital set extensions, then we should use them always. But even with a lot of digital set extensions, a lot of the detail is real physical props, and other real artwork.I like that this movie focuses a lot on the Asgardian children, and it shows their true potential- including the son of Heimdall.I like that this film pulls back from the inanity of Ragnarok, although this film includes some of that silliness.I thought Ragnarok was way over the top, but I did enjoy it. But this film has that same over the top feel at least at the beginning, but it also is balanced with some heartbreaking things.The final complaint and I see this a lot is about ""the writing""I want to ask the people who wrote those reviews, have you ever written for television? Have you ever written for Broadway or the theater?You can't just sit down and spew unplanned stream of conscious, everything has to be planned out and mapped out, especially with television.And it's even more difficult with a film.And so the question I finally have is: are these reviews taking an extremely long time to post? Because I don't believe I have put anything into these reviews that are anything near as bad as what I have read recently.",Helpful,•,5,7,XweAponX,https://www.imdb.com/user/ur2366174/?ref_=tturv_usr_85_t,21-Sep-23,
6,/10,https://www.imdb.com/review/rw8324020/?ref_=tturv_perm_86,A thunder arrives,"In Taika Waititi's most recent adaptation of ""Thor: Love and Thunder,"" there are both serious stakes and humor. The humor, especially the mocking man-mountain, really makes it. The way the tone alternates between profound seriousness and deathly seriousness won't be to everyone's taste. Taika Waititi, the filmmaker of ""Thor: Ragnarok,"" deserves praise for treating everything as lighthearted entertainment. The ""great bits"" are Turn-the-Tide brawls set to Guns'n'Roses' Greatest Hits, and they only occur once in each of the film's three acts.",Helpful,•,0,2,Mysterygeneration,https://www.imdb.com/user/ur104853183/?ref_=tturv_usr_86_t,11-Jul-22,
9,/10,https://www.imdb.com/review/rw8332397/?ref_=tturv_perm_87,I knew the Marvel kiddies wouldn't like it but us GROWNUPS did!! super fun film !!,I knew the Marvel little tykes wouldn't like this film cause it had 2 much humor and feeling rather than mindless action and macho crap. Bale was his usual BRILLIANT self he cant do a character and not steal every scene he is in and in every movie only time he was out done was Dark Knight and the villain ALWAYS out shines the hero. Loved the humor you cant get better than mixing comedy with any genre action/comedy horror/comedy THE BEST!! Hopefully we get a part 5 heck even Russell Crowe was hilarious. The whole theater was laughing and we all left after having a GREAT time and with the years weve had we NEEDED it !! Thank you to the WHOLE CAST AND CREW!!,Helpful,•,4,17,joiningjt,https://www.imdb.com/user/ur84596117/?ref_=tturv_usr_87_t,14-Jul-22,
9,/10,https://www.imdb.com/review/rw8310748/?ref_=tturv_perm_88,Unlike Anything That MCU Has Shown Us Before; Matched With A Rocking Soundtrack,"Marvel Studio's Thor: Love and Thunder officially redefines the definition of film and on-screen art. Taika Waititi's background as a painter can be seen throughout the film, through the use of a vibrant color scheme and specific tint isolation. This is incredibly aesthetically pleasing and, quite frankly, nothing that the Marvel Cinematic Universe has shown us before. Matched with a rocking soundtrack -- Appetite for Destruction from Guns N' Roses, Thor: Love and Thunder is quite literally an ""appetite for destruction.""Thor: Love and Thunder picks up after the events of Avengers: Endgame. Thor (Chris Hemsworth) is still tagging along as one of the Guardians of the Galaxy. After all his paths have been severed from his battles with Thanos, he finds himself without a pathway. In all of his thousands of years of living, this has never been a concept that Thor has had to tackle. This puts him on a journey of self-exploration. Although, obviously in the Marvel Universe, that can only last so long when the new villain Gorr the God Butcher (Christian Bale) comes to town. Gorr vows that ""all gods will die."" Thor recruits the help of his ex-girlfriend Jane Foster (Natalie Portman) who seemingly became a Thor herself. These two learn to work together to defeat Gorr and how to navigate the world while rekindling their old relationship.Thor: Love and Thunder emphasizes the idea of ""love"" in the title because that's how audiences will feel about the film's color variations and banging soundtrack. Christian Bale completely steals the entire show as Gorr the God Butcher. In every scene he is in, your eyes are glued to his worldly-like presence on the screen. Although he is terrifying, the audience will not be able to get enough of him. Christian Bale finds a way to make this a Christian Bale film and not a Chris Hemsworth film. As much as Gorr the God Butcher's storyline is golden, which is ironic given his black and white color scheme, other branches of the film feel unnecessary. During the film, certain plot points are used that feel somewhat like a cheap excuse to move the story forward. The characters spend a solid 30 minutes exploring something new, yet later we learn that it has no overall impact or relevance to the story. Part of the film is wasted on the focus of Zeus. It may be comedic and light-hearted in the moment, yet it almost feels like it is only introduced to help set up future Marvel projects, rather than focus on the film we are currently watching.If the title doesn't make it obvious, the film deals with the theme of love persevering and expresses the concept that relationships aren't forever, but the love behind them is eternal. Following previous Marvel content Thor: Love and Thunder continues the trend of pushing PG-13 boundaries and getting darker. When I say that Christian Bale is incredibly terrifying, that is really true. Marvel does not hold back on his character, especially when a large part of his role is about abducting children. Given that, plus the barrel of intense action throughout the film, this film is not to be taken lightly.I give Thor: Love and Thunder 4 out of 5 stars and recommend it for ages 12 to 18, plus adults. You can find Thor: Love and Thunder raining its way into theatres on July 8, 2022. So make sure to check it out!By Jude A., KIDS FIRST!",Helpful,•,18,26,rannynm,https://www.imdb.com/user/ur1257208/?ref_=tturv_usr_88_t,7-Jul-22,
7,/10,https://www.imdb.com/review/rw8357797/?ref_=tturv_perm_89,Cool!,"Okay, an overall pleasant movie! Did not reach my high expectations in the least, but I love Thor & I love Marvel, so it's a 7/10! Christian Bale deserves an Oscar for this!",Helpful,•,2,8,AnnaPagrati,https://www.imdb.com/user/ur68881398/?ref_=tturv_usr_89_t,22-Jul-22,
4,/10,https://www.imdb.com/review/rw9340319/?ref_=tturv_perm_90,Thor 4: Time for Less Thor,"Why is Thor so hard to get right? Thor 1, so average. Thor 2... We try to not talk about. Thor 3 was great and now... Yikes. I have to believe Waititi was being pressured by studio execs. I refuse to believe that he would've created something like this on his own. He's too good. This thing was a mess, it was awful. It really felt like big MCU trying to recreate Ragnarok but stripping it of its soul. Hemsworth is trying, Portman is amazing and even she can't save this from being a mess. Oh, and Bale... Bale is doing the best he can with what he's being given. That's just it though, I don't feel like it's on the actors, they each feel like they're trying but you can only do so much with so little. It's really hard to watch these Post-Endgame movies and not think Marvel is starting to circle the drain. Had a good run, but wow does it feel like we're grasping at straws now.",Helpful,•,1,1,questl-18592,https://www.imdb.com/user/ur102601261/?ref_=tturv_usr_90_t,25-Sep-23,
9,/10,https://www.imdb.com/review/rw8943508/?ref_=tturv_perm_91,A very funny and enjoyable parody,"Really enjoy this movie, it is quite enjoyable in colorful visual aspect and there is never a lack of good action scenes and amazing special effects. The catch here is that the movie is very comedy oriented, giving it a cartoonish tone and it feels like a parody of Thor. Russell Crowe's Zeus character is too cartoonish and ends up contributing very little. Chris Hemsworth is still the best as Thor and Natalie Portman now has more participation. The relationship between Thor and Jane Foster brings this movie to life more than the first 2 installments and there is more chemistry between them. Christian Bale in the role of Gorr is an extraordinary villain, quite dark and with a good story that justifies his actions. Another exciting thing about the movie is the soundtrack, which includes Guns N' Roses songs that offer a really exciting moment. As much as this movie ends up being a parody, it manages to fulfill its objective of entertaining like any Marvel movie. My final rating for this movie is a 9/10.",Helpful,•,1,4,Elvis-Del-Valle,https://www.imdb.com/user/ur139621299/?ref_=tturv_usr_91_t,21-Mar-23,
6,/10,https://www.imdb.com/review/rw8534656/?ref_=tturv_perm_92,Thor the Joke Machine,"Having not seen ""Thor"" since the first installment, I wasn't prepared for how director Taika Waititi had restylized the franchise to become more of a joke-infested comedy as well as a CGI-saturated epic adventure. It was funny at random moments with a few unexpected celebrity cameo appearances, but the constantly comic approach was maintained at the expense of the convoluted Asgardian adventure storyline. It also meant sacrificing the heart that would have us empathize with the fate of the principal characters. Chris Hemsworth still plays the title role in the manner born - though the rest of the cast felt somewhat less committed to their roles, even Christian Bale as the malevolent evildoer and Natalie Portman returning in superhero form as Thor's love interest. The souped-up climax was such a textbook MCU exercise in eye-rolling excess that the ending was robbed of its innate poignance.",Helpful,•,2,2,EUyeshima,https://www.imdb.com/user/ur3608743/?ref_=tturv_usr_92_t,11-Sep-22,
6,/10,https://www.imdb.com/review/rw8383710/?ref_=tturv_perm_93,I liked it,"Love and Thunder was not as strong as Ragnarok but I found it entertaining. The film had a somewhat good dose of humour. I loved the funny awkwardness created with Thor and Stormbreaker and the screaming goats were funny. Chris Hemsworth was born to play Thor and does well in carrying this film. It was great to see Jane Foster (Natalie Portman) play a hero figure who was equal to Thor but with a sad twist. It was the most serious film in the Thor film series with Jane having cancer and the death of the villain's daughter at the start of the film. I felt they could added a bit more humour, used the Guardians of the Galaxy more and perhaps Zeus and the gods could have teamed up to fight Gorr. I was not impressed with the black and white fight scene on the planet that looked like the Moon. This was far better than Doctor Strange which was disappointing and it had a great soundtrack. Overall not all bad.",Helpful,•,2,6,Kingslaay,https://www.imdb.com/user/ur51094543/?ref_=tturv_usr_93_t,30-Jul-22,
6,/10,https://www.imdb.com/review/rw8324735/?ref_=tturv_perm_94,It's fun but too much stupid attempts at comedy big it down and stop it from really hitting its stride!,"Yeah too much of everything kind of, like for example the screaming giant space goats, it would have been funny as a one-off joke but it's something that pops up throughout the whole movie! And this movie really assumes you must love Korg a whole lot because he has not one but three patronising narrations that open and close the movie and bring you up to date with what happened between here and Endgame, and I didn't like those scenes very much as they just didn't do it for me and felt like a lazy attempt to condense the story and get it moving faster, one would have worked at the beginning of the movie but it's overdone, and so is Korg grossly, I thought he worked much better in Ragnarok because he and the schtick approach was new and was done much better and just enough for it to not be to obnoxious in that movie, but here I felt sick of him within moments and he way overstayed his welcome and was just annoying as fk!! Urg it's like the movie was made for severely attention deficit people who can't sit still and take in a movie for like two minutes, it was terrified of slowing down even just a little and just letting the story breathe for a while, the rapid fire jokes were for me having a bad effect on the more serious aspects and the pathos, I thought it clashed horribly when it would go from her as the lady Thor to sick and dying in the hospital, you simply cannot plonk something as deadly serious as freaking cancer in a movie like this and expect it to work, it's like having Billy get a brain tumour in Gremlins 2! It felt like there was a really good movie in there somewhere, just between Thor Jane and Gorr but it didn't focus on that enough, I really didn't think Natalie Portman and Chris Hemsworth has any chemistry at all in the original movie but here I thought the opposite, they're a little older and things have changed a lot since that picture and she seemed more relaxed than before and I liked her as a warrior woman I thought it was cool, I was surprised by how she ended up at the end I thought it was surprisingly sad, don't worry about her coming back in any sequels folks! Christian Bale was surprisingly awesome and very creepy as the villain, I thought he came off as genuinely insane and lethal, I wanted more of him, he was probably the most threatening villain in a marvel movie yet. I also loved how his story ended as well, never expected to see one of the biggest cosmic entities of the Marvel universe in one of the movies, kudos to Taika for not having Eternity crack some goofy joke, although I'm sure it was severely tempting! There was definitely some awesome things in it, I loved the visuals and some of the huge locations, and the hall of the gods and the silly Zeus was where I thought the comedy did work really well and I liked that scene a lot with Thor declaring the gods cowardly and ticking off the most lazy Zeus ever, look forward to see where that leads in the future. I was overall slightly disappointed with this, it took what worked for Ragnarok and cranks it up to eleven and for some that might work but for me the comedy was mostly just annoying and obnoxious, frequently stopped the movie dead and prevented it from really ever taking off in a big way, this overstuffed cosmic mess of a film proves that Mr Waititi is capable of overestimating his strengths as a director and also that he could really do with learning a little restraint! X.",Helpful,•,4,6,Foreverisacastironmess123,https://www.imdb.com/user/ur26149494/?ref_=tturv_usr_94_t,11-Jul-22,
4,/10,https://www.imdb.com/review/rw8528686/?ref_=tturv_perm_95,Sadly the worst of the Thor series,,Helpful,•,1,3,Allierubystein666,https://www.imdb.com/user/ur48282208/?ref_=tturv_usr_95_t,9-Sep-22,Spoiler
